"subject","Index","patch_ID","CongOrIncong","Patch_Source","Exist_Object","Patch_Position","response","p_confidence","latency","Image_ID","null_index","OLIFE_subscale_1_score","OLIFE_subscale_2_score","OLIFE_subscale_3_score","OLIFE_subscale_4_score","response","ratio_pxpermm","screen_size_x","screen_size_y","viewer_distance","line_size","calibration_image_size","list.viewing_distance.currentvalue","screen_x_threshold","distance_threshold"
"40377205","0","0","0","0","0","0","","0","8559","0","0","0","0","0","0","57","6.4252336448598130758px","-999","-999","-999","999px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","54847","0","0","0","0","0","0","28","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","50868","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","12373","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","48760","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","8975","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","1734","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","3976","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","7805","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","16499","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","11795","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","13197","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","14066","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","-999","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","12910","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","652.2138461675164080589pct","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","0","0","0","0","0","0","","0","26564","0","0","0","0","0","0","57","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","1","1","1","0","9","-1","3","13404","76","1","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","2","1","1","0","4","-1","4","3661","76","1","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","3","1","2","1","5","1","4","1763","76","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","4","1","3","0","1","1","2","5074","76","0","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","5","1","3","0","7","1","1","5438","76","0","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","1","6","1","1","0","7","-1","2","2483","76","1","0","0","0","0","response5d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","1","1","3","0","4","1","3","1983","30","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","2","1","1","0","2","-1","2","1803","30","1","0","0","0","0","response5d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","3","1","1","0","6","-1","4","2506","30","1","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","4","1","1","0","1","1","2","3369","30","1","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","5","1","3","0","6","1","4","7346","30","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","2","6","1","3","1","2","1","4","1814","30","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","1","1","2","1","8","1","4","1369","1","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","2","1","3","0","6","1","3","1508","1","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","3","1","1","0","3","-1","4","1611","1","1","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","4","1","1","0","8","1","2","3796","1","1","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","5","1","3","0","2","-1","4","3642","1","0","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","3","6","1","1","0","5","-1","4","1784","1","1","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","4","0","0","-1","3","0","1","3","8970","0","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","1","0","1","0","5","-1","4","1462","2","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","2","0","1","0","4","-1","4","1773","2","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","3","0","2","0","6","1","3","1373","2","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","4","0","3","1","8","1","2","1737","2","0","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","5","0","2","0","2","-1","4","1885","2","0","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","5","6","0","1","0","7","-1","4","1527","2","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","6","0","0","1","4","0","1","4","3716","0","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","1","0","2","0","6","1","4","1198","14","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","2","0","3","1","4","-1","2","2193","14","0","0","0","0","0","response5d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","3","0","1","0","1","-1","3","2702","14","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","4","0","1","0","2","-1","3","985","14","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","5","0","2","0","2","1","2","1354","14","0","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","7","6","0","1","0","9","-1","2","1586","14","2","0","0","0","0","response5d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","1","0","2","0","8","1","4","1467","17","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","2","0","3","1","6","1","4","1408","17","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","3","0","1","0","6","-1","4","1332","17","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","4","0","1","0","8","1","2","3103","17","2","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","5","0","2","0","4","-1","3","2950","17","0","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","8","6","0","1","0","3","-1","3","1957","17","2","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","9","0","0","-1","4","0","-1","4","12875","0","0","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","1","1","3","0","4","1","3","1499","59","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","2","1","1","0","2","-1","3","1306","59","3","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","3","1","1","0","4","-1","3","1380","59","3","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","4","1","1","0","5","-1","4","1824","59","3","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","5","1","3","0","2","1","2","1312","59","0","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","10","6","1","2","1","6","1","4","1161","59","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","11","1","1","3","0","6","1","3","1212","16","0","0","0","0","0","response1d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","11","2","1","1","0","6","-1","2","2065","16","3","0","0","0","0","response5d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","11","3","1","1","0","1","1","2","2368","16","3","0","0","0","0","response3d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
"40377205","11","4","1","1","0","3","-1","4","1310","16","3","0","0","0","0","response7d","6.4252336448598130758px","298.8218181818181733433px","168.0872727272727047421px","674.6181385931182603599","128.5046728971962579635px","13594.391999999999825377px","","230px","300pct"
